,land_location,sgg_cd,emd_cd,land_gbn,bun,ji,bldg_nm,dong_nm,main_annex_gbn,purpose_cd,purpose_nm,etc_purpose_nm,household_cnt,family_cnt,ho_cnt,lon,lat
293,전라남도 광양시 마동 1086-3번지,46230,10700,0,"""1086""","""0003""",다세대주택,,주건축물,2000,공동주택,공동주택(다세대주택),7,0,0,127.6978317,34.952407
295,전라남도 광양시 마동 1105번지,46230,10700,0,"""1105""","""0000""",중마 노르웨이숲,110동,주건축물,3000,제1종근린생활시설,근린생활시설,0,0,9,127.6946384,34.9513984
296,전라남도 광양시 마동 1105번지,46230,10700,0,"""1105""","""0000""",중마 노르웨이숲,103동,주건축물,2000,공동주택,공동주택(아파트),95,0,0,127.6946384,34.9513984
297,전라남도 광양시 마동 1105번지,46230,10700,0,"""1105""","""0000""",중마 노르웨이숲,101동,주건축물,2000,공동주택,공동주택(아파트),96,0,0,127.6946384,34.9513984
299,전라남도 광양시 마동 1105번지,46230,10700,0,"""1105""","""0000""",중마 노르웨이숲,105동,주건축물,2000,공동주택,공동주택(아파트),96,0,0,127.6946384,34.9513984
301,전라남도 광양시 마동 1105번지,46230,10700,0,"""1105""","""0000""",중마 노르웨이숲,104동,주건축물,2000,공동주택,공동주택(아파트),95,0,0,127.6946384,34.9513984
302,전라남도 광양시 마동 1105번지,46230,10700,0,"""1105""","""0000""",중마 노르웨이숲,102동,주건축물,2000,공동주택,공동주택(아파트),95,0,0,127.6946384,34.9513984
304,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,103동,주건축물,2000,공동주택,공동주택(아파트),98,0,0,127.7083538,34.9399835
305,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,상가동,주건축물,4000,제2종근린생활시설,근린생활시설,0,0,12,127.7083538,34.9399835
306,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,107동,주건축물,2000,공동주택,공동주택(아파트),116,0,0,127.7083538,34.9399835
307,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,109동,주건축물,2000,공동주택,공동주택(아파트),40,0,0,127.7083538,34.9399835
309,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,102동,주건축물,2000,공동주택,공동주택(아파트),93,0,0,127.7083538,34.9399835
310,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,104동,주건축물,2000,공동주택,공동주택(아파트),96,0,0,127.7083538,34.9399835
311,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,108동,주건축물,2000,공동주택,공동주택(아파트),40,0,0,127.7083538,34.9399835
313,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,106동,주건축물,2000,공동주택,공동주택(아파트),98,0,0,127.7083538,34.9399835
314,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,101동,주건축물,2000,공동주택,공동주택(아파트),109,0,0,127.7083538,34.9399835
315,전라남도 광양시 마동 1161번지,46230,10700,0,"""1161""","""0000""",광양중마 우림필유 아파트,105동,주건축물,2000,공동주택,공동주택(아파트),113,0,0,127.7083538,34.9399835
316,전라남도 광양시 마동 1165-10번지,46230,10700,0,"""1165""","""0010""",,콤팩트시티,주건축물,2000,공동주택,"공동주택,제1·2종근린생활시설",156,0,8,127.7016527,34.934324
320,전라남도 광양시 마동 1295번지,46230,10700,0,"""1295""","""0000""",덕진 광양의 봄 프리미엄 아파트(1단지),102동,주건축물,2000,공동주택,공동주택(아파트),57,0,0,127.7012588,34.9523794
322,전라남도 광양시 마동 1295번지,46230,10700,0,"""1295""","""0000""",덕진 광양의 봄 프리미엄 아파트(1단지),103동,주건축물,2000,공동주택,공동주택(아파트),116,0,0,127.7012588,34.9523794
324,전라남도 광양시 마동 1295번지,46230,10700,0,"""1295""","""0000""",덕진 광양의 봄 프리미엄 아파트(1단지),104동,주건축물,2000,공동주택,공동주택(아파트),86,0,0,127.7012588,34.9523794
325,전라남도 광양시 마동 1295번지,46230,10700,0,"""1295""","""0000""",덕진 광양의 봄 프리미엄 아파트(1단지),101동,주건축물,2000,공동주택,공동주택(아파트),48,0,0,127.7012588,34.9523794
330,전라남도 광양시 마동 1298번지,46230,10700,0,"""1298""","""0000""",덕진 광양의 봄 프리미엄 아파트(2단지),202동,주건축물,2000,공동주택,공동주택(아파트),78,0,0,127.7009131,34.9511165
332,전라남도 광양시 마동 1298번지,46230,10700,0,"""1298""","""0000""",덕진 광양의 봄 프리미엄 아파트(2단지),205동,주건축물,2000,공동주택,공동주택(아파트),72,0,0,127.7009131,34.9511165
334,전라남도 광양시 마동 1298번지,46230,10700,0,"""1298""","""0000""",덕진 광양의 봄 프리미엄 아파트(2단지),203동,주건축물,2000,공동주택,공동주택(아파트),50,0,0,127.7009131,34.9511165
336,전라남도 광양시 마동 1298번지,46230,10700,0,"""1298""","""0000""",덕진 광양의 봄 프리미엄 아파트(2단지),201동,주건축물,2000,공동주택,공동주택(아파트),132,0,0,127.7009131,34.9511165
338,전라남도 광양시 마동 1298번지,46230,10700,0,"""1298""","""0000""",덕진 광양의 봄 프리미엄 아파트(2단지),206동,주건축물,2000,공동주택,공동주택(아파트),105,0,0,127.7009131,34.9511165
340,전라남도 광양시 마동 1298번지,46230,10700,0,"""1298""","""0000""",덕진 광양의 봄 프리미엄 아파트(2단지),207동,주건축물,2000,공동주택,공동주택(아파트),71,0,0,127.7009131,34.9511165
341,전라남도 광양시 마동 1298번지,46230,10700,0,"""1298""","""0000""",덕진 광양의 봄 프리미엄 아파트(2단지),216동,주건축물,3000,제1종근린생활시설,"제1,2종근린생활시설",0,0,4,127.7009131,34.9511165
342,전라남도 광양시 마동 1298번지,46230,10700,0,"""1298""","""0000""",덕진 광양의 봄 프리미엄 아파트(2단지),204동,주건축물,2000,공동주택,공동주택(아파트),111,0,0,127.7009131,34.9511165
344,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,102동,주건축물,2000,공동주택,연립주택,24,0,0,127.7135561,34.9676528
346,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,101동,주건축물,2000,공동주택,연립주택,31,0,0,127.7135561,34.9676528
347,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,상가동,주건축물,2000,공동주택,연립주택단지부속상가,0,0,16,127.7135561,34.9676528
348,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,110동,주건축물,2000,공동주택,연립주택,40,0,0,127.7135561,34.9676528
349,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,108동,주건축물,2000,공동주택,연립주택,32,0,0,127.7135561,34.9676528
350,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,107동,주건축물,2000,공동주택,연립주택,24,0,0,127.7135561,34.9676528
351,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,106동,주건축물,2000,공동주택,연립주택,32,0,0,127.7135561,34.9676528
353,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,105동,주건축물,2000,공동주택,연립주택,24,0,0,127.7135561,34.9676528
354,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,109동,주건축물,2000,공동주택,연립주택,32,0,0,127.7135561,34.9676528
355,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,104동,주건축물,2000,공동주택,연립주택,32,0,0,127.7135561,34.9676528
356,전라남도 광양시 광영동 258-3번지,46230,10800,0,"""0258""","""0003""",광영그린파크,103동,주건축물,2000,공동주택,공동주택,24,0,0,127.7135561,34.9676528
357,전라남도 광양시 광영동 313번지,46230,10800,0,"""0313""","""0000""",조선내화아파트,가동,주건축물,2000,공동주택,주택,30,0,0,127.713729,34.9651562
358,전라남도 광양시 광영동 313번지,46230,10800,0,"""0313""","""0000""",조선내화아파트,라동,주건축물,2000,공동주택,주택,30,0,0,127.713729,34.9651562
359,전라남도 광양시 광영동 313번지,46230,10800,0,"""0313""","""0000""",조선내화아파트,나동,주건축물,2000,공동주택,주택,40,0,0,127.713729,34.9651562
360,전라남도 광양시 광영동 313번지,46230,10800,0,"""0313""","""0000""",조선내화아파트,다동,주건축물,2000,공동주택,주택,40,0,0,127.713729,34.9651562
361,전라남도 광양시 광영동 313번지,46230,10800,0,"""0313""","""0000""",조선내화아파트,상가동,주건축물,3000,제1종근린생활시설,판매시설,0,0,2,127.713729,34.9651562
362,전라남도 광양시 광영동 317-5번지,46230,10800,0,"""0317""","""0005""",성심빌라 연립,,주건축물,2000,공동주택,아파트,19,0,0,127.7144972,34.9646712
363,전라남도 광양시 광영동 394-3번지,46230,10800,0,"""0394""","""0003""",해피빌,101동,주건축물,2000,공동주택,연립주택,67,0,0,127.7170124,34.9624955
364,전라남도 광양시 광영동 696-15번지,46230,10800,0,"""0696""","""0015""",다세대주택,,주건축물,2000,공동주택,주택,5,0,0,127.7206815,34.9590244
367,전라남도 광양시 광영동 732번지,46230,10800,0,"""0732""","""0000""",광양광영사랑으로부영2차,207동,주건축물,2000,공동주택,공동주택(아파트),102,0,0,127.7275536,34.9603471
368,전라남도 광양시 광영동 732번지,46230,10800,0,"""0732""","""0000""",광양광영사랑으로부영2차,204동,주건축물,2000,공동주택,공동주택(아파트),64,0,0,127.7275536,34.9603471
369,전라남도 광양시 광영동 732번지,46230,10800,0,"""0732""","""0000""",광양광영사랑으로부영2차,201동,주건축물,2000,공동주택,공동주택(아파트),68,0,0,127.7275536,34.9603471
371,전라남도 광양시 광영동 732번지,46230,10800,0,"""0732""","""0000""",광양광영사랑으로부영2차,205동,주건축물,2000,공동주택,공동주택(아파트),68,0,0,127.7275536,34.9603471
372,전라남도 광양시 광영동 732번지,46230,10800,0,"""0732""","""0000""",광양광영사랑으로부영2차,206동,주건축물,2000,공동주택,공동주택(아파트),68,0,0,127.7275536,34.9603471
373,전라남도 광양시 광영동 732번지,46230,10800,0,"""0732""","""0000""",광양광영사랑으로부영2차,202동,주건축물,2000,공동주택,공동주택(아파트),64,0,0,127.7275536,34.9603471
374,전라남도 광양시 광영동 732번지,46230,10800,0,"""0732""","""0000""",광양광영사랑으로부영2차,203동,주건축물,2000,공동주택,공동주택(아파트),64,0,0,127.7275536,34.9603471
376,전라남도 광양시 광영동 733-1번지,46230,10800,0,"""0733""","""0001""",동광아파트,상가동,주건축물,3000,제1종근린생활시설,판매시설,0,0,41,127.7275709,34.9617624
378,전라남도 광양시 광영동 733-3번지,46230,10800,0,"""0733""","""0003""",광양광영사랑으로부영1차,102동,주건축물,2000,공동주택,공동주택(아파트),44,0,0,127.7272327,34.9613831
379,전라남도 광양시 광영동 733-3번지,46230,10800,0,"""0733""","""0003""",광양광영사랑으로부영1차,101동,주건축물,2000,공동주택,공동주택(아파트),56,0,0,127.7272327,34.9613831
380,전라남도 광양시 광영동 733-3번지,46230,10800,0,"""0733""","""0003""",광양광영사랑으로부영1차,103동,주건축물,2000,공동주택,공동주택(아파트),72,0,0,127.7272327,34.9613831
381,전라남도 광양시 광영동 733-3번지,46230,10800,0,"""0733""","""0003""",광양광영사랑으로부영1차,104동,주건축물,2000,공동주택,공동주택(아파트),74,0,0,127.7272327,34.9613831
383,전라남도 광양시 광영동 734번지,46230,10800,0,"""0734""","""0000""",대아상가연립주택,,주건축물,2000,공동주택,"근린생활시설, 연립주택",15,0,18,127.7255109,34.9621725
384,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,6동,주건축물,2000,공동주택,아파트,80,0,0,127.7149513,34.966349
385,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,노인정,주건축물,2000,공동주택,노인복지시설(노인정),0,0,1,127.7149513,34.966349
386,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,상가동,주건축물,2000,공동주택,생활편익시설(상가동),3,0,38,127.7149513,34.966349
387,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,4동,주건축물,2000,공동주택,아파트,80,0,0,127.7149513,34.966349
388,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,7동,주건축물,2000,공동주택,아파트,90,0,0,127.7149513,34.966349
389,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,3동,주건축물,2000,공동주택,아파트,90,0,0,127.7149513,34.966349
390,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,1동,주건축물,2000,공동주택,아파트,100,0,0,127.7149513,34.966349
392,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,2동,주건축물,2000,공동주택,아파트,120,0,0,127.7149513,34.966349
393,전라남도 광양시 광영동 755-1번지,46230,10800,0,"""0755""","""0001""",가야아파트,5동,주건축물,2000,공동주택,아파트,120,0,0,127.7149513,34.966349
394,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,상가동,주건축물,3000,제1종근린생활시설,"제1종근린생활시설,제2종근린생활시설",0,0,18,127.7160594,34.9657476
395,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,103동,주건축물,2000,공동주택,아파트,96,0,0,127.7160594,34.9657476
396,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,102동,주건축물,2000,공동주택,아파트,48,0,0,127.7160594,34.9657476
397,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,105동,주건축물,2000,공동주택,아파트,72,0,0,127.7160594,34.9657476
398,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,108동,주건축물,2000,공동주택,아파트,66,0,0,127.7160594,34.9657476
400,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,107동,주건축물,2000,공동주택,아파트,72,0,0,127.7160594,34.9657476
401,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,104동,주건축물,2000,공동주택,아파트,72,0,0,127.7160594,34.9657476
402,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,106동,주건축물,2000,공동주택,아파트,72,0,0,127.7160594,34.9657476
403,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,110동,주건축물,2000,공동주택,아파트,48,0,0,127.7160594,34.9657476
405,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,109동,주건축물,2000,공동주택,아파트,66,0,0,127.7160594,34.9657476
406,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,111동,주건축물,2000,공동주택,공동주택(아파트),111,0,0,127.7160594,34.9657476
407,전라남도 광양시 광영동 755-2번지,46230,10800,0,"""0755""","""0002""",현대아파트,101동,주건축물,2000,공동주택,아파트,72,0,0,127.7160594,34.9657476
408,전라남도 광양시 광영동 757-1번지,46230,10800,0,"""0757""","""0001""",상아아파트,라동,주건축물,2000,공동주택,생활편익시설,0,11,9,127.718082,34.9667169
409,전라남도 광양시 광영동 757-1번지,46230,10800,0,"""0757""","""0001""",상아아파트,다동,주건축물,2000,공동주택,상가,0,0,10,127.718082,34.9667169
410,전라남도 광양시 광영동 757-1번지,46230,10800,0,"""0757""","""0001""",상아아파트,가동,주건축물,2000,공동주택,아파트,385,0,0,127.718082,34.9667169
411,전라남도 광양시 광영동 757-1번지,46230,10800,0,"""0757""","""0001""",상아아파트,나동,주건축물,2000,공동주택,아파트,270,0,0,127.718082,34.9667169
412,전라남도 광양시 광영동 757-2번지,46230,10800,0,"""0757""","""0002""",현대저층아파트,5동,주건축물,2000,공동주택,아파트(40세대),40,0,0,127.71908,34.9662865
413,전라남도 광양시 광영동 757-2번지,46230,10800,0,"""0757""","""0002""",현대저층아파트,2동,주건축물,2000,공동주택,아파트(40세대),40,0,0,127.71908,34.9662865
415,전라남도 광양시 광영동 757-2번지,46230,10800,0,"""0757""","""0002""",현대저층아파트,3동,주건축물,2000,공동주택,아파트(40세대),40,0,0,127.71908,34.9662865
417,전라남도 광양시 광영동 757-2번지,46230,10800,0,"""0757""","""0002""",현대저층아파트,6동,주건축물,2000,공동주택,아파트(40세대),40,0,0,127.71908,34.9662865
418,전라남도 광양시 광영동 757-2번지,46230,10800,0,"""0757""","""0002""",현대저층아파트,1동,주건축물,2000,공동주택,아파트(40세대),40,0,0,127.71908,34.9662865
419,전라남도 광양시 광영동 757-2번지,46230,10800,0,"""0757""","""0002""",현대저층아파트,8동,주건축물,2000,공동주택,아파트(30세대),30,0,0,127.71908,34.9662865
420,전라남도 광양시 광영동 757-2번지,46230,10800,0,"""0757""","""0002""",현대저층아파트,7동,주건축물,2000,공동주택,아파트(30세대),30,0,0,127.71908,34.9662865
421,전라남도 광양시 광영동 757-2번지,46230,10800,0,"""0757""","""0002""",현대저층아파트,4동,주건축물,2000,공동주택,아파트(40세대),40,0,0,127.71908,34.9662865
422,전라남도 광양시 광영동 759-2번지,46230,10800,0,"""0759""","""0002""",,,주건축물,10000,교육연구시설,"제1,2종근린생활시설,업무시설,교육연구시설",0,0,2,127.7168817,34.9654791
423,전라남도 광양시 광영동 766-2번지,46230,10800,0,"""0766""","""0002""",다세대주택,,주건축물,2000,공동주택,다세대주택,6,0,0,127.7173533,34.9652548
424,전라남도 광양시 광영동 766-9번지,46230,10800,0,"""0766""","""0009""",다세대주택,,주건축물,2000,공동주택,다세대주택,4,0,0,127.7176813,34.9654178
425,전라남도 광양시 광영동 769-11번지,46230,10800,0,"""0769""","""0011""",다세대주택,,주건축물,2000,공동주택,다세대주택,4,0,0,127.7171707,34.9642357
426,전라남도 광양시 광영동 770-5번지,46230,10800,0,"""0770""","""0005""",다세대주택,,주건축물,2000,공동주택,다세대주택,5,0,0,127.7176406,34.9644982
427,전라남도 광양시 광영동 771-3번지,46230,10800,0,"""0771""","""0003""",다세대주택,,주건축물,2000,공동주택,다세대주택,5,0,0,127.7177625,34.9640929
428,전라남도 광양시 광영동 774-2번지,46230,10800,0,"""0774""","""0002""",다세대주택,,주건축물,2000,공동주택,"다세대주택, 점포, 주차장",5,0,1,127.7185139,34.9653116
429,전라남도 광양시 광영동 775-1번지,46230,10800,0,"""0775""","""0001""",광영아파트,104동,주건축물,2000,공동주택,아파트,50,0,0,127.7201116,34.9656308
430,전라남도 광양시 광영동 775-1번지,46230,10800,0,"""0775""","""0001""",광영아파트,103동,주건축물,2000,공동주택,아파트,40,0,0,127.7201116,34.9656308
431,전라남도 광양시 광영동 775-1번지,46230,10800,0,"""0775""","""0001""",광영아파트,105동,주건축물,2000,공동주택,아파트,40,0,0,127.7201116,34.9656308
432,전라남도 광양시 광영동 775-1번지,46230,10800,0,"""0775""","""0001""",광영아파트,101동,주건축물,2000,공동주택,아파트,50,0,0,127.7201116,34.9656308
433,전라남도 광양시 광영동 775-1번지,46230,10800,0,"""0775""","""0001""",광영아파트,106동,주건축물,2000,공동주택,아파트,20,0,0,127.7201116,34.9656308
434,전라남도 광양시 광영동 775-1번지,46230,10800,0,"""0775""","""0001""",광영아파트,102동,주건축물,2000,공동주택,아파트,40,0,0,127.7201116,34.9656308
435,전라남도 광양시 광영동 775-2번지,46230,10800,0,"""0775""","""0002""",광영목우아파트,105동,주건축물,2000,공동주택,아파트,30,0,0,127.7205857,34.9646853
436,전라남도 광양시 광영동 775-2번지,46230,10800,0,"""0775""","""0002""",광영목우아파트,106동,주건축물,2000,공동주택,아파트,30,0,0,127.7205857,34.9646853
437,전라남도 광양시 광영동 775-2번지,46230,10800,0,"""0775""","""0002""",광영목우아파트,108동,주건축물,2000,공동주택,아파트,44,0,1,127.7205857,34.9646853
438,전라남도 광양시 광영동 775-2번지,46230,10800,0,"""0775""","""0002""",광영목우아파트,102동,주건축물,2000,공동주택,아파트,30,0,0,127.7205857,34.9646853
439,전라남도 광양시 광영동 775-2번지,46230,10800,0,"""0775""","""0002""",광영목우아파트,101동,주건축물,2000,공동주택,아파트,32,0,0,127.7205857,34.9646853
440,전라남도 광양시 광영동 775-2번지,46230,10800,0,"""0775""","""0002""",광영목우아파트,103동,주건축물,2000,공동주택,아파트,30,0,0,127.7205857,34.9646853
441,전라남도 광양시 광영동 775-2번지,46230,10800,0,"""0775""","""0002""",광영목우아파트,107동,주건축물,2000,공동주택,아파트,24,0,0,127.7205857,34.9646853
442,전라남도 광양시 광영동 775-3번지,46230,10800,0,"""0775""","""0003""",광영목우아파트,상가동,주건축물,3000,제1종근린생활시설,"근린생활시설, 노유자시설",0,0,4,127.7198417,34.9644853
443,전라남도 광양시 광영동 775-4번지,46230,10800,0,"""0775""","""0004""",광영목우아파트,상가동,주건축물,4000,제2종근린생활시설,근린생활시설,0,0,2,127.7200829,34.9644137
444,전라남도 광양시 광영동 775-5번지,46230,10800,0,"""0775""","""0005""",일반상가,,주건축물,3000,제1종근린생활시설,일반상가,0,0,3,127.7198069,34.9650532
445,전라남도 광양시 광영동 781-3번지,46230,10800,0,"""0781""","""0003""",다세대주택,,주건축물,2000,공동주택,다세대주택,8,0,0,127.7189799,34.9635188
446,전라남도 광양시 광영동 786-5번지,46230,10800,0,"""0786""","""0005""",다세대주택,,주건축물,2000,공동주택,공동주택,6,0,0,127.7178225,34.9625605
447,전라남도 광양시 광영동 790-1번지,46230,10800,0,"""0790""","""0001""",다세대주택,,주건축물,2000,공동주택,"근린생활시설, 다세대주택",6,0,2,127.7202974,34.9625212
448,전라남도 광양시 광영동 790-2번지,46230,10800,0,"""0790""","""0002""",다세대주택,,주건축물,2000,공동주택,다세대주택,6,0,0,127.7204507,34.9625215
449,전라남도 광양시 광영동 792-10번지,46230,10800,0,"""0792""","""0010""",다세대주택,,주건축물,2000,공동주택,다세대주택,5,0,0,127.7205336,34.963901
450,전라남도 광양시 광영동 792-11번지,46230,10800,0,"""0792""","""0011""",한성빌라,,주건축물,2000,공동주택,다세대주택,5,0,0,127.7203584,34.9639005
451,전라남도 광양시 광영동 794-6번지,46230,10800,0,"""0794""","""0006""",광영주상복합,광영주상복합,주건축물,4000,제2종근린생활시설,"근린생활시설, 다가구주택, 다세대주택, 주차장",12,0,4,127.7224532,34.9629228
452,전라남도 광양시 광영동 795-1번지,46230,10800,0,"""0795""","""0001""",이연빌라,,주건축물,2000,공동주택,다세대주택,4,0,0,127.721971,34.9630479
453,전라남도 광양시 광영동 796-3번지,46230,10800,0,"""0796""","""0003""",한성빌라,,주건축물,2000,공동주택,주택,16,0,0,127.7217193,34.9630022
454,전라남도 광양시 광영동 797-4번지,46230,10800,0,"""0797""","""0004""",우주빌라,,주건축물,2000,공동주택,"연립주택, 주차장",11,0,0,127.7215203,34.9635516
460,전라남도 광양시 광영동 846번지,46230,10800,0,"""0846""","""0000""",브라운스톤 가야,101,주건축물,2000,공동주택,아파트,88,0,0,127.7124503,34.964441
461,전라남도 광양시 광영동 846번지,46230,10800,0,"""0846""","""0000""",브라운스톤 가야,117,주건축물,4000,제2종근린생활시설,근린생활시설,0,0,8,127.7124503,34.964441
462,전라남도 광양시 광영동 846번지,46230,10800,0,"""0846""","""0000""",브라운스톤 가야,106,주건축물,2000,공동주택,아파트,59,0,0,127.7124503,34.964441
464,전라남도 광양시 광영동 846번지,46230,10800,0,"""0846""","""0000""",브라운스톤 가야,107,주건축물,2000,공동주택,아파트,56,56,0,127.7124503,34.964441
466,전라남도 광양시 광영동 846번지,46230,10800,0,"""0846""","""0000""",브라운스톤 가야,105,주건축물,2000,공동주택,아파트,30,0,0,127.7124503,34.964441
468,전라남도 광양시 광영동 846번지,46230,10800,0,"""0846""","""0000""",브라운스톤 가야,103,주건축물,2000,공동주택,아파트,82,0,0,127.7124503,34.964441
469,전라남도 광양시 광영동 846번지,46230,10800,0,"""0846""","""0000""",브라운스톤 가야,104,주건축물,2000,공동주택,아파트,85,0,0,127.7124503,34.964441
471,전라남도 광양시 광영동 846번지,46230,10800,0,"""0846""","""0000""",브라운스톤 가야,102,주건축물,2000,공동주택,아파트,88,0,0,127.7124503,34.964441
472,전라남도 광양시 태인동 125-137번지,46230,10900,0,"""0125""","""0137""",다세대주택,,주건축물,2000,공동주택,다세대주택,3,0,0,127.7564375,34.9425774
473,전라남도 광양시 태인동 1320-41번지,46230,10900,0,"""1320""","""0041""",동광아파트,101동,주건축물,2000,공동주택,아파트,60,0,0,127.7416666,34.9433853
474,전라남도 광양시 태인동 1320-41번지,46230,10900,0,"""1320""","""0041""",동광아파트,상가동,주건축물,3000,제1종근린생활시설,"근린생활시설, 유아원.노인정",0,0,3,127.7416666,34.9433853
475,전라남도 광양시 태인동 1320-41번지,46230,10900,0,"""1320""","""0041""",동광아파트,103동,주건축물,2000,공동주택,아파트,60,0,0,127.7416666,34.9433853
476,전라남도 광양시 태인동 1320-41번지,46230,10900,0,"""1320""","""0041""",동광아파트,102동,주건축물,2000,공동주택,아파트,60,0,0,127.7416666,34.9433853
477,전라남도 광양시 태인동 1320-41번지,46230,10900,0,"""1320""","""0041""",동광아파트,105동,주건축물,2000,공동주택,아파트,40,0,0,127.7416666,34.9433853
478,전라남도 광양시 태인동 1320-41번지,46230,10900,0,"""1320""","""0041""",동광아파트,104동,주건축물,2000,공동주택,아파트,50,0,0,127.7416666,34.9433853
479,전라남도 광양시 태인동 397-1번지,46230,10900,0,"""0397""","""0001""",선미 태인 하이츠 아파트,101동,주건축물,2000,공동주택,아파트,122,0,0,127.7488059,34.9429225
480,전라남도 광양시 태인동 397-1번지,46230,10900,0,"""0397""","""0001""",선미 태인 하이츠 아파트,상가동,주건축물,2000,공동주택,"구매시설, 생활시설,일반음식점",0,0,17,127.7488059,34.9429225
481,전라남도 광양시 태인동 397-1번지,46230,10900,0,"""0397""","""0001""",선미 태인 하이츠 아파트,102동,주건축물,2000,공동주택,아파트,108,0,0,127.7488059,34.9429225
482,전라남도 광양시 금호동 153-1번지,46230,11000,0,"""0153""","""0001""",장미아파트,임원사택.A동,주건축물,2000,공동주택,주택,1,0,0,127.7319887,34.9434184
483,전라남도 광양시 금호동 624-13번지,46230,11000,0,"""0624""","""0013""",사랑아파트,10동,주건축물,2000,공동주택,주택,96,0,0,127.71712,34.934343
484,전라남도 광양시 금호동 624-13번지,46230,11000,0,"""0624""","""0013""",사랑아파트,8동,주건축물,2000,공동주택,주택,54,0,0,127.71712,34.934343
485,전라남도 광양시 금호동 624-13번지,46230,11000,0,"""0624""","""0013""",사랑아파트,3동,주건축물,2000,공동주택,주택,84,0,0,127.71712,34.934343
486,전라남도 광양시 금호동 624-13번지,46230,11000,0,"""0624""","""0013""",사랑아파트,12동,주건축물,2000,공동주택,공동주택,104,0,0,127.71712,34.934343
487,전라남도 광양시 금호동 624-13번지,46230,11000,0,"""0624""","""0013""",사랑아파트,5동,주건축물,2000,공동주택,주택,54,0,0,127.71712,34.934343
488,전라남도 광양시 금호동 624-13번지,46230,11000,0,"""0624""","""0013""",사랑아파트,4동,주건축물,2000,공동주택,주택,46,0,0,127.71712,34.934343
489,전라남도 광양시 금호동 624-13번지,46230,11000,0,"""0624""","""0013""",사랑아파트,11동,주건축물,2000,공동주택,공동주택,107,0,0,127.71712,34.934343
490,전라남도 광양시 금호동 624-13번지,46230,11000,0,"""0624""","""0013""",사랑아파트,7동,주건축물,2000,공동주택,주택,84,0,0,127.71712,34.934343
